duration	q1.1	q2.1	q2.2	q2.3	q2.4	q2.5	q2.6	q2.6_1	q2.6_2	q2.6_3	q2.6_4	q2.6_5	q2.7	nq	q2.8_1	q2.8_2	q2.8_3	q2.8_4	q2.8_5	q2.8_6	q2.8_7	q2.8_8	q2.8_9	q2.8_10	q2.8_11	q2.8_12	q2.8_12_t	q2.9_1	q2.9_2	q2.9_3	q2.9_4	q2.9_5	q2.9_6	q2.9_7	q2.9_8	q2.9_9	q2.9_10	q2.9_11	q2.10	q3.2	q3.3	q3.4	q3.5	q3.6	q3.7	q3.8	q4.1	q4.2	q4.3	q4.4	q4.5	q4.6	q5.1	q5.2	q5.3	q5.4	q5.5	q5.6	q6.1	q6.2	q6.2_1	q6.2_2	q6.2_3	q6.2_4	q6.2_5	q6.2_6	q6.2_7	q6.2_8	q6.2_9	q6.2_10	age	q7.3	gender	minority	q7.5	q7.6	q7.7	career.stage	q7.7_7_t	q7.8	inst
778	1	2	2	4	2	2	1	1	NA	NA	NA	NA	1	0	3	4	4	4	4	2	4	1	4	1	1	NA	NA	4	1	4	3	3	4	4	3	1	1	NA	4	2	2	4	4	4	2	1	2	4	2	3	4	4	2	2	1	1	1	1	3	1,2,4,5,8,10	1	1	NA	1	1	NA	NA	1	NA	1	28	1	W	5	65	84	2	Pre-doctoral	NA	1	univ
311	1	2	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	4	3	4	4	2	1	4	2	4	4	4	4	2	3	3	2	2	2	9	8	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	29	2	M	5	163	163	2	Pre-doctoral	NA	1	univ
632	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	1	NS	NS	NS	NS	NS	2	2	2	4	1	2	3	3	1	1	1	1	1	2	5,6,7,8,9	NA	NA	NA	NA	1	1	1	1	1	NA	29	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
423	1	5	NA	NA	2	4	1,3	1	NA	1	NA	NA	3	2	4	3	1	4	3	2	3	4	2	5	2	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	6	NS	NS	NS	NS	NS	NS	NS	4	3	4	4	5	5	3	2	1	2	1	1	2	4,5,6,7,8,10	NA	NA	NA	1	1	1	1	1	NA	1	48	2	M	5	163	163	6	Senior permanent	NA	1	univ
321	1	2	2	4	1	4	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	5	5	5	2	1	3	1	5	4	4	4	1	1	1	1	1	1	3	1,5,6,7,8	1	NA	NA	NA	1	1	1	1	NA	NA	45	2	M	5	163	163	6	Senior permanent	NA	1	univ
527	1	2	2	4	2	2	1	1	NA	NA	NA	NA	2	1	3	NA	NA	NA	NA	NA	NA	3	3	NA	NA	NA	NA	NA	NA	3	3	NA	3	NA	3	2	2	NA	2	2	2	3	4	4	2	1	4	2	4	2	4	4	3	2	1	1	1	1	3	1,4,5,6,9	1	NA	NA	1	1	1	NA	NA	1	NA	38	1	W	5	163	163	4	Post-doctoral	NA	1	univ
331	1	2	2	3	1	4	1,4	1	NA	NA	1	NA	5	11	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	2	1	5	4	4	2	1	5	2	4	4	5	5	1	1	1	1	1	1	3	1,2,6,7,9,10	1	1	NA	NA	NA	1	1	NA	1	1	56	2	M	5	163	163	6	Senior permanent	NA	1	univ
360	1	2	2	4	2	4	1	1	NA	NA	NA	NA	1	0	2	2	2	3	1	2	3	4	2	2	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	2	4	4	2	1	1	4	3	3	4	4	4	2	2	2	3	1	2	3	1,4,5,6,7,8,9,10	1	NA	NA	1	1	1	1	1	1	1	30	1	W	5	163	163	2	Pre-doctoral	NA	2	res_inst
333	1	2	2	4	1	4	NA	NA	NA	NA	NA	NA	1	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	5	5	4	2	2	4	2	2	5	4	5	1	2	1	2	1	1	3	1,3,4,5,6,7,8,9	1	NA	1	1	1	1	1	1	1	NA	37	1	W	5	163	163	4	Post-doctoral	NA	1	univ
394	1	2	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	1	1	3	1	1	1	3	3	1	NA	5	2	1	2	5	5	2	1	4	1	4	4	2	2	2	2	1	1	1	1	3	4,5,6,8	NA	NA	NA	1	1	1	NA	1	NA	NA	27	1	W	5	163	163	2	Pre-doctoral	NA	2	res_inst
785	1	5	4	4	2	4	3	NA	NA	1	NA	NA	1	0	3	3	4	4	3	2	2	3	4	3	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	3	1	4	2	4	4	3	1	1	2	1	1	3	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	2	M	5	163	163	4	Post-doctoral	NA	3	public
497	1	3	2	2	2	4	1,3	1	NA	1	NA	NA	3	2	4	2	1	1	2	1	1	3	1	1	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	4	2	1	5	2	4	5	5	5	1	2	1	1	NA	NA	2	1,5,6,7,8	1	NA	NA	NA	1	1	1	1	NA	NA	45	2	M	5	185	185	6	Senior permanent	NA	1	univ
1158	1	2	2	4	2	4	NA	NA	NA	NA	NA	NA	2	1	3	1	2	3	3	1	1	3	1	1	1	NA	Shyness	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	1	NS	NS	NS	NS	NS	1	2	1	2	3	4	4	3	3	1	2	1	2	2	1,3,5,6,8	1	NA	1	NA	1	1	NA	1	NA	NA	50	2	M	5	163	163	4	Post-doctoral	Post-doc and senior environmental consultant. 	4	private
366	1	1	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	4	4	4	3	4	1	4	3	2	NA	4	NS	NS	NS	NS	NS	NS	NS	2	4	3	2	4	4	4	4	1	1	1	1	2	1,2,3,5,6,7,8,9	1	1	1	NA	1	1	1	1	1	NA	25	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
470	1	2	2	3	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	4	4	4	2	1	2	1	3	4	4	5	1	1	1	1	1	1	3	9,11	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	25	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
11413	1	2	2	4	2	4	1,3	1	NA	1	NA	NA	2	1	3	3	3	3	3	1	2	1	3	1	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	2	5	5	2	1	1	5	4	4	2	5	4	3	1	1	2	1	1	3	1,4,5,6,7,8	1	NA	NA	1	1	1	1	1	NA	NA	35	2	M	5	163	61	6	Senior permanent	NA	2	res_inst
325	1	2	2	4	1	3	1,3	1	NA	1	NA	NA	4	6	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	2	4	4	4	2	1	4	2	3	4	4	4	3	1	1	1	1	1	3	1,2,5,8	1	1	NA	NA	1	NA	NA	1	NA	NA	42	1	W	5	163	163	6	Senior permanent	NA	1	univ
469	1	2	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	4	4	3	3	3	4	1	2	NA	4	2	1	5	5	4	1	1	3	2	4	4	4	5	1	1	1	1	1	1	2	1,3,6	1	NA	1	NA	NA	1	NA	NA	NA	NA	34	1	W	5	163	163	4	Post-doctoral	NA	1	univ
342	1	2	2	4	1	4	1	1	NA	NA	NA	NA	1	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	2	1	5	5	4	2	1	4	1	4	4	4	5	2	2	1	2	1	1	2	2,3,5,6,8	NA	1	1	NA	1	1	NA	1	NA	NA	39	2	M	5	169	169	5	Senior non-permanent	NA	1	univ
1143	1	2	2	4	2	2	NA	NA	NA	NA	NA	NA	1	0	1	2	4	2	3	3	2	1	4	5	1	NA	NA	3	4	3	1	2	1	3	3	2	1	NA	4	2	1	3	4	2	2	2	2	4	3	2	4	5	3	3	1	1	1	1	3	3,5,6,8	NA	NA	1	NA	1	1	NA	1	NA	NA	29	2	M	5	163	163	2	Pre-doctoral	NA	1	univ
329	1	2	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	1	NS	NS	NS	NS	NS	1	4	4	3	4	5	5	3	3	2	3	2	1	2	1,5,6,7,8,9,10	1	NA	NA	NA	1	1	1	1	1	1	37	1	W	5	163	163	4	Post-doctoral	NA	2	res_inst
316	1	2	2	4	1	3	6	NA	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	4	4	2	1	4	1	4	4	5	5	2	1	1	1	1	1	2	6,8	NA	NA	NA	NA	NA	1	NA	1	NA	NA	37	2	M	5	138	138	2	Pre-doctoral	NA	1	univ
1114	1	2	2	4	1	4	1,3	1	NA	1	NA	NA	4	6	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	4	4	2	1	NA	1	4	4	4	4	2	2	1	2	1	1	1	2,5	NA	1	NA	NA	1	NA	NA	NA	NA	NA	45	2	M	5	163	163	4	Post-doctoral	NA	2	res_inst
436	1	2	2	4	1	4	1	1	NA	NA	NA	NA	2	1	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	4	2	1	3	1	4	3	3	5	2	2	1	1	1	1	3	1,9	1	NA	NA	NA	NA	NA	NA	NA	1	NA	27	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
256	1	5	NA	NA	NA	NA	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	NS	NS	NS	NS	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
667	1	2	2	4	2	2	NA	NA	NA	NA	NA	NA	1	0	2	3	2	2	4	1	3	5	3	1	1	NA	NA	4	3	4	4	2	4	4	4	2	1	NA	4	2	1	3	5	4	2	1	5	4	4	5	5	5	1	2	1	1	1	1	2	1,2,4,6,8,9,10	1	1	NA	1	NA	1	NA	1	1	1	31	1	W	NA	163	65	4	Post-doctoral	NA	1	univ
919	1	2	2	4	1	4	1,3	1	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	4	2	2	4	2	3	3	4	5	3	2	1	1	1	1	9	1,2,3	1	1	1	NA	NA	NA	NA	NA	NA	NA	29	1	W	5	187	61	2	Pre-doctoral	NA	2	res_inst
743	1	2	2	4	2	2	1	1	NA	NA	NA	NA	2	1	3	1	1	1	3	1	1	2	1	1	1	NA	NA	1	1	1	1	1	1	1	1	3	1	NA	3	2	2	4	4	4	2	1	3	2	3	4	4	4	3	3	1	1	1	1	3	1,4,5,8,10	1	NA	NA	1	1	NA	NA	1	NA	1	31	1	W	2	37	61	4	Post-doctoral	NA	1	univ
906	1	2	2	3	2	2	1	1	NA	NA	NA	NA	1	0	2	2	1	2	2	2	4	4	4	2	1	NA	NA	2	1	2	1	3	3	3	3	2	1	NA	5	2	1	4	4	4	1	1	4	4	2	4	4	4	1	2	1	1	1	1	9	1,2,3,5,6,7,8	1	1	1	NA	1	1	1	1	NA	NA	40	1	W	5	163	163	4	Post-doctoral	NA	1	univ
624	1	5	NA	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	2	2	1	2	1	1	2	1	NA	4	NS	NS	NS	NS	NS	NS	NS	2	3	3	3	4	4	3	2	2	3	2	2	9	1,3,4,5,6,8,10	1	NA	1	1	1	1	NA	1	NA	1	32	1	W	NA	163	163	3	other	NA	2	res_inst
606	1	2	2	4	2	4	1	1	NA	NA	NA	NA	1	0	4	3	4	3	3	3	4	3	4	5	2	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	1	NS	NS	NS	NS	NS	2	4	2	4	3	4	5	3	4	3	2	1	1	3	2,3,4,6,10	NA	1	1	1	NA	1	NA	NA	NA	1	33	1	W	5	163	163	4	Post-doctoral	NA	1	univ
541	1	2	2	4	1	2	3	NA	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	3	2	3	3	1	1	4	4	1	NA	2	2	1	5	5	5	2	1	3	3	4	4	4	5	2	2	1	2	1	1	3	1,5,6,8,9,10	1	NA	NA	NA	1	1	NA	1	1	1	32	1	W	5	140	163	4	Post-doctoral	NA	2	res_inst
309	1	1	3	4	1	2	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NS	NS	NS	NS	NS	NS	NS	4	1	NA	4	3	5	1	2	1	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	2	M	5	NA	NA	5	Senior non-permanent	NA	1	univ
2292	1	1	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	3	4	2	4	2	4	3	3	NA	4	NS	NS	NS	NS	NS	NS	NS	2	4	4	4	5	5	3	2	2	2	2	2	1	1,6,11	1	NA	NA	NA	NA	1	NA	NA	NA	NA	31	1	W	5	163	163	NA	NA	NA	1	univ
300	1	1	1	4	1	4	1,4,5	1	NA	NA	1	1	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	5	2	3	1	1	1	1	2	2,3,6,8	NA	1	1	NA	NA	1	NA	1	NA	NA	41	2	M	5	163	163	5	Senior non-permanent	NA	1	univ
315	1	5	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	2	4	4	2	4	4	2	3	3	2	1	1	2	1,2,3,5,6,8,9,10	1	1	1	NA	1	1	NA	1	1	1	56	1	W	5	163	163	6	Senior permanent	NA	1	univ
379	1	2	2	4	2	1	1	1	NA	NA	NA	NA	6	20	1	1	2	4	3	3	4	3	5	4	4	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	1	NS	NS	NS	NS	NS	1	4	5	3	1	1	2	5	5	3	1	1	1	2	3,6,7,8	NA	NA	1	NA	NA	1	1	1	NA	NA	43	2	M	NA	163	163	5	Senior non-permanent	NA	2	res_inst
415	1	5	4	4	2	4	1	1	NA	NA	NA	NA	1	0	4	4	1	2	4	2	2	1	3	2	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	3	3	4	4	4	3	3	3	2	4	3	2	1,5,6	1	NA	NA	NA	1	1	NA	NA	NA	NA	32	1	W	5	163	NA	4	Post-doctoral	NA	2	res_inst
423	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	2	1	5	5	5	2	1	4	2	3	4	4	4	1	1	1	1	1	1	3	1,2,3,5,6,7,8	1	1	1	NA	1	1	1	1	NA	NA	38	2	M	5	163	163	4	Post-doctoral	NA	1	univ
485	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	2	4	4	4	2	1	4	3	3	2	2	3	2	2	1	2	1	2	1	1,2,3,5,6,7,8,9,10	1	1	1	NA	1	1	1	1	1	1	32	1	W	5	163	163	4	Post-doctoral	NA	2	res_inst
290	1	2	2	4	1	4	1	1	NA	NA	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	4	5	3	2	1	4	3	4	5	4	5	2	2	1	2	1	1	9	1,3,5,7,10	1	NA	1	NA	1	NA	1	NA	NA	1	39	1	W	5	163	61	4	Post-doctoral	NA	2	res_inst
226	1	3	2	2	1	1	1	1	NA	NA	NA	NA	5	11	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	7	6	NS	NS	NS	NS	NS	1	5	2	1	1	1	1	4	4	4	4	4	4	2	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	60	2	M	2	163	163	6	Senior permanent	NA	1	univ
313	1	5	4	4	2	1	3	NA	NA	1	NA	NA	3	2	4	NA	1	4	3	2	2	1	3	1	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	2	3	5	4	5	1	1	1	3	1	2	2	1,2,3,5,6,8,10	1	1	1	NA	1	1	NA	1	NA	1	37	2	M	5	163	163	4	Post-doctoral	NA	1	univ
1027	1	2	2	4	2	4	1,3,4,6	1	NA	1	1	NA	4	6	4	2	1	1	1	2	1	1	1	1	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	5	5	5	2	1	4	1	3	4	4	5	2	2	1	3	2	2	3	1,2,6,7,8	1	1	NA	NA	NA	1	1	1	NA	NA	35	1	W	5	163	185	4	Post-doctoral	NA	1	univ
502	1	2	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	1	3	5	4	2	1	4	2	3	4	4	3	1	2	1	1	1	1	3	5,6,7,8	NA	NA	NA	NA	1	1	1	1	NA	NA	28	2	M	5	163	163	2	Pre-doctoral	NA	2	res_inst
738	1	2	2	4	3	2	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	3	3	2	2	1	4	3	3	1	NA	5	2	1	5	5	5	2	1	4	2	4	4	4	5	1	2	1	1	1	1	2	2,5,6,7,8,10	NA	1	NA	NA	1	1	1	1	NA	1	39	1	W	5	163	163	4	Post-doctoral	NA	3	public
575	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	5	5	4	2	1	3	3	4	5	5	5	2	2	1	1	1	1	9	1,2,3,4,6,9,10	1	1	1	1	NA	1	NA	NA	1	1	24	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
313	1	2	2	4	1	2	1,3	1	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	1	2	1	1	1	1	1	2	1	NA	4	1	NS	NS	NS	NS	NS	1	5	1	4	3	4	4	2	4	1	3	2	3	2	1,4	1	NA	NA	1	NA	NA	NA	NA	NA	NA	27	1	W	5	163	163	2	Pre-doctoral	NA	1	univ
440	1	1	1	4	1	2	1,5	1	NA	NA	NA	1	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	3	2	2	3	2	1	2	3	1	NA	4	NS	NS	NS	NS	NS	NS	NS	5	1	5	4	5	5	1	2	1	1	1	2	2	1,4,5,6,7,8,10	1	NA	NA	1	1	1	1	1	NA	1	47	1	W	5	163	163	6	Senior permanent	NA	1	univ
1051	1	2	2	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	1	5	5	5	2	1	4	1	3	4	4	4	2	2	1	1	1	1	NA	1,5,6,8,10	1	NA	NA	NA	1	1	NA	1	NA	1	31	1	W	5	84	163	2	Pre-doctoral	NA	2	res_inst
248	1	5	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	2	4	4	5	5	1	2	1	1	1	1	3	5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	41	2	M	5	163	163	6	Senior permanent	NA	1	univ
368	1	5	4	4	1	2	1	1	NA	NA	NA	NA	4	6	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	3	3	3	3	3	3	3	3	3	NA	5	NS	NS	NS	NS	NS	NS	NS	4	1	4	4	4	4	3	3	3	2	2	3	2	1,2,3,4,5,6,7,8,9,10	1	1	1	1	1	1	1	1	1	1	38	2	M	5	163	138	4	Post-doctoral	NA	1	univ
627	1	5	4	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	NS	NS	NS	NS	NS	NS	NS	4	3	4	4	5	5	1	1	1	1	1	1	2	4,6,8	NA	NA	NA	1	NA	1	NA	1	NA	NA	33	1	W	5	138	138	2	Pre-doctoral	NA	1	univ
579	1	2	2	4	2	2	3	NA	NA	1	NA	NA	1	0	3	5	3	5	4	3	5	3	5	1	1	NA	NA	5	3	5	1	3	1	5	5	1	1	2	2	1	NS	NS	NS	NS	NS	1	3	4	4	4	4	4	3	3	NA	2	1	1	2	1,2,3,4,5,6,7,8,9,10	1	1	1	1	1	1	1	1	1	1	39	1	W	5	163	163	5	Senior non-permanent	NA	1	univ
382	1	5	1	4	1	2	3	NA	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	3	1	3	3	1	2	2	2	2	2	NA	4	NS	NS	NS	NS	NS	NS	NS	4	3	4	5	5	5	2	4	1	1	1	1	3	1,2	1	1	NA	NA	NA	NA	NA	NA	NA	NA	24	2	M	NA	163	163	1	Pre-doctoral	NA	1	univ
330	1	1	2	4	1	3	1,3	1	NA	1	NA	NA	3	2	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	NS	NS	NS	NS	NS	NS	NS	4	1	4	5	5	5	2	1	1	2	1	1	2	1,5,7,8	1	NA	NA	NA	1	NA	1	1	NA	NA	35	2	M	5	163	NA	4	Post-doctoral	NA	1	univ
440	1	2	2	4	2	3	1	1	NA	NA	NA	NA	3	2	4	5	4	3	2	4	2	4	4	2	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	3	NS	4	4	4	2	1	3	4	4	5	5	4	2	2	1	2	1	1	9	1,3,4,6,7,8,9	1	NA	1	1	NA	1	1	1	1	NA	39	1	W	5	163	163	5	Senior non-permanent	NA	2	res_inst
455	1	2	2	4	2	4	3	NA	NA	1	NA	NA	1	0	2	4	4	4	5	2	3	3	3	4	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	2	2	4	4	4	4	2	2	5	2	4	4	4	4	2	1	1	1	1	1	2	1,2,5,6,7,8,9,10	1	1	NA	NA	1	1	1	1	1	1	33	1	W	5	37	65	4	Post-doctoral	NA	1	univ
354	1	5	NA	4	3	4	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	1	4	4	4	4	1	2	1	3	2	3	3	3,6,8	NA	NA	1	NA	NA	1	NA	1	NA	NA	34	2	M	5	NA	NA	2	Pre-doctoral	NA	2	res_inst
372	1	1	3	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	NS	NS	NS	NS	NS	NS	NS	4	4	3	3	3	3	4	3	1	1	1	1	3	7	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	25	2	M	5	163	163	2	Pre-doctoral	NA	1	univ
464	1	5	4	4	1	2	1	1	NA	NA	NA	NA	1	0	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	1	1	1	1	1	1	1	1	1	1	1	5	NS	NS	NS	NS	NS	NS	NS	3	3	2	4	4	4	2	NA	1	1	1	1	2	1,5,9	1	NA	NA	NA	1	NA	NA	NA	1	NA	29	1	W	5	163	163	2	Pre-doctoral	NA	3	public
834	1	2	2	4	2	4	1,3,5	1	NA	1	NA	1	3	2	4	4	1	4	1	4	4	3	2	1	1	NA	NA	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	3	4	4	4	1	1	4	4	2	3	3	3	2	3	3	2	1	1	3	1,2,5,6,7,9	1	1	NA	NA	1	1	1	NA	1	NA	37	1	W	5	163	163	5	Senior non-permanent	NA	1	univ
553	1	2	2	4	3	3	NS	NS	NS	NS	NS	NS	NS		NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	NS	4	2	3	4	4	4	2	1	4	2	4	3	4	4	1	2	1	1	1	1	3	5,6,9	NA	NA	NA	NA	1	1	NA	NA	1	NA	63	2	M	5	163	163	6	Senior permanent	NA	1	univ
